name,version,status,observable,remoteType,remoteUrl,pkgKinds,httpReachable,httpStatus,handshake,toolsListed,authRequired,toolCount,annotatedTools,readOnlyHint,destructiveHint,idempotentHint,openWorldHint,failReason
io.github.chrischall/sixflags-mcp,1.0.3,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
com.userbrain/mcp,1.5.0,active,true,streamable-http,https://mcp.userbrain.com/mcp,,true,401,,false,true,0,0,0,0,0,0,auth-required-401
io.github.Mogacode-ma/infomaniak-mcp-agent,0.15.1,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.re-port-flow/reportflow-mcp,1.4.0,active,true,streamable-http,https://mcp.re-port-flow.com/mcp,npm,true,200,initialize,true,false,10,10,10,10,9,10,
io.github.mcp-dir/pref_sp_sao_paulo_cadin-mcp,0.1.0,active,true,streamable-http,https://api.mcp.ai/p_pref_sp_sao_paulo_cadin,,true,200,initialize,true,false,7,7,7,7,7,7,
io.github.pipeworx-io/gong,0.1.0,active,true,streamable-http,https://gateway.pipeworx.io/gong/mcp,,true,200,initialize,true,false,36,36,36,36,36,36,
io.github.Evozim/darwin-ideation,1.0.0,active,true,sse,https://darwin-ideation-mcp.vercel.app/api/mcp,,true,402,,false,false,0,0,0,0,0,0,sse-open-failed(http 402)
io.github.lanternrow/namecheap-api-mcp,1.0.1,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.minjikim89/fde-agent,1.0.0,active,true,streamable-http,https://fde-mcp.mj-mcp-tools.workers.dev/mcp,,true,200,initialize,true,false,1,0,0,0,0,0,
com.pulsemcp/playwright-stealth,0.2.3,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
com.thebalancedinvestorclub/welcome,0.3.2,active,true,streamable-http,https://thebalancedinvestorclub.com/api/mcp/mcp,,true,200,initialize,true,false,57,57,57,57,57,57,
io.motomarks/mcp,1.0.1,active,true,streamable-http,https://motomarks.io/api/mcp,,true,200,initialize,true,false,8,0,0,0,0,0,
io.github.scka-de/ecb-mcp,0.1.0,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.mario-andreschak/mcp-vscode,0.2.2,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
com.retirecrunch/calculators,0.2.0,active,true,streamable-http,https://mcp.retirecrunch.com/mcp,,true,200,initialize,true,false,6,0,0,0,0,0,
io.github.a-church-ai/magnifica-family,1.0.0,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.mansurjisan/erddap-mcp,0.1.0,active,false,,,pypi,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.eyloni/pythia-oracle,0.1.3,active,false,,,pypi,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.New1Direction/korg-introspect-mcp,0.1.1,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
com.ai-gist/aigist,1.0.0,active,true,streamable-http,https://ai-gist.com/mcp,,true,401,,false,true,0,0,0,0,0,0,auth-required-401
io.usefulapi/instatus,1.0.0,active,true,streamable-http,https://instatus.usefulapi.io/mcp,,true,200,initialize,true,false,14,14,7,7,0,0,
trade.neglect/mcp-server,1.0.0,active,true,streamable-http,https://api.neglect.trade/mcp,,true,500,none,false,false,0,0,0,0,0,0,no-jsonrpc-response(http 500)
io.github.varvararatta/dictionary_lexicon_mcp,1.0.0,active,true,streamable-http,https://dictionary-lexicon-mcp.mcpize.run/mcp,,true,200,none,false,false,0,0,0,0,0,0,"rpc-error:-32603:Server ""dictionary-lexicon-mcp"" is misconfigured: its endpoi"
io.github.merg357/leakledger-ota-recovery,0.1.0,active,true,streamable-http,https://botbridge.scanforlife.net/generated/leakledger-ota-recovery/mcp,,true,200,initialize,true,false,2,0,0,0,0,0,
com.avnester.mcp/property-intelligence,1.0.0,active,true,streamable-http,https://mcp.avnester.com/public-mcp,,true,200,initialize,true,false,11,11,11,11,11,11,
ai.odei/connect,0.1.0,active,true,streamable-http,https://api.odei.ai/mcp,,true,200,initialize,true,false,7,0,0,0,0,0,
io.usefulapi/healthchecksio,1.0.0,active,true,streamable-http,https://healthchecksio.usefulapi.io/mcp,,true,200,initialize,true,false,12,12,7,5,0,0,
com.mangoinventory/mango-inventory,1.0.0,active,true,streamable-http,https://mcp.mangoinventory.com/mcp,,true,401,,false,true,0,0,0,0,0,0,auth-required-401
io.github.koshak01/tidex6-mcp-local,2.18.0,active,false,,,cargo,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.CSOAI-ORG/qidi-printer-mcp,1.0.8,active,false,,,pypi,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
com.falkordb/QueryWeaver,0.0.11,active,false,,,oci,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.MrGo2/icloud-mcp,2.1.3,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.pipeworx-io/ticketmaster,0.1.0,active,true,streamable-http,https://gateway.pipeworx.io/ticketmaster/mcp,,true,200,initialize,true,false,41,41,41,41,41,41,
com.agentbrink.www/mcp,1.0.0,active,true,streamable-http,https://api.agentbrink.com/mcp,,true,401,,false,true,0,0,0,0,0,0,auth-required-401
io.github.CSOAI-ORG/consciousness-engine-mcp,1.0.10,active,false,,,pypi,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.HBarefoot/engram,1.6.3,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.intent-driven-software/idf-mcp,1.0.2,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.CSOAI-ORG/watermarking-authenticity-mcp,1.2.5,active,false,,,pypi,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
gr.diavgis/procurement,1.2.0,active,true,streamable-http,https://mcp.diavgis.gr/mcp,,true,200,initialize,true,false,8,8,8,8,8,8,
io.github.pipeworx-io/crypto-feeds,0.1.0,active,true,streamable-http,https://gateway.pipeworx.io/crypto-feeds/mcp,,true,200,initialize,true,false,34,34,34,34,34,34,
io.github.SyncTekLLC/ghostqa,0.2.2,active,false,,,pypi,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.KatoMato65/time-mcp,1.0.3,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.BWB03/catalog-cli-pro,1.0.0,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
com.jenniferrebholz/rebholz-attorney,1.0.0,active,true,streamable-http,https://mcp.jenniferrebholz.com/mcp,,true,200,initialize,true,false,17,17,17,0,0,0,
io.github.mcp-dir/cpf_receita-mcp,0.1.0,active,true,streamable-http,https://api.mcp.ai/p_cpf_receita,,true,200,initialize,true,false,7,7,7,7,7,7,
io.github.ParthJadhav/telegram-notify-mcp,1.0.1,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.rocnubie/chat-mcp,0.1.0,active,false,,,,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.codespar/mcp-unico,0.2.0-alpha.3,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.mcp-dir/sefaz_pa_dec_caixa_postal-mcp,0.1.0,active,true,streamable-http,https://api.mcp.ai/p_sefaz_pa_dec_caixa_postal,,true,200,initialize,true,false,7,7,7,7,7,7,
io.github.Perseus-Computing-LLC/ledger,1.2.4,active,false,,,pypi|oci,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
ai.magicinsights/insights,0.1.1,active,true,streamable-http,https://app.magicinsights.ai/api/mcp,,true,401,,false,true,0,0,0,0,0,0,auth-required-401
io.github.rachit1987/wonderkraftz-mcp,1.0.0,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.software-mansion/argent,0.19.0,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.stockmarketscan/earningscalls-mcp,0.2.1,active,true,streamable-http,https://mcp.earningscalls.dev/mcp,npm,true,401,,false,true,0,0,0,0,0,0,auth-required-401
com.worldairfares/flights-mcp,1.0.1,active,true,streamable-http,https://mcp.worldairfares.com,,true,200,initialize,true,false,3,3,3,3,0,3,
io.github.rajdeepmondaldotcom/whoop-mcp,0.0.5,active,false,,,pypi,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
com.googleapis.stitch/mcp,1.0.0,active,true,streamable-http,https://stitch.googleapis.com/mcp,,true,200,initialize,true,false,15,15,15,11,10,15,
io.github.WimSuenens/gs1belu-mpm-upload,0.2.0,active,false,,,pypi,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
com.moltlinestudio/vision,1.1.0,active,true,streamable-http,https://mcp.moltlinestudio.com/vision,,true,200,initialize,true,false,6,6,6,6,6,6,
io.github.citrix/netscaler-console-mcp-server,1.0.3,active,false,,,oci,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.aborruso/ckan-mcp-server,0.4.119,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
global.rootz.politics/officials,0.3.0,active,true,streamable-http,https://politics.rootz.global/mcp,,true,200,initialize,true,false,28,28,28,28,28,28,
com.thenextgennexus/redfin-mcp-server,1.0.0,active,true,streamable-http,https://nexgendata-mcp-proxy.steve-corbeil.workers.dev/redfin-mcp-server/mcp,,true,200,initialize,true,false,2,2,2,0,0,2,
com.framekeep/public,1.2.0,active,true,streamable-http,https://framekeep.com/api/mcp,,true,200,initialize,true,false,3,0,0,0,0,0,
io.github.pipeworx-io/arcgis-seattle,0.1.0,active,true,streamable-http,https://gateway.pipeworx.io/arcgis-seattle/mcp,,true,200,initialize,true,false,34,34,34,34,34,34,
io.github.hifriendbot/agentwallet,1.7.4,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.farukkolip/tiktapdown-mcp,1.0.1,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.rosekamallove/letmepost,0.2.1,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.cyanheads/noaa-cdo-mcp-server,0.1.15,active,true,streamable-http,https://noaa-cdo.caseyjhand.com/mcp,npm,false,,,false,false,0,0,0,0,0,0,net:fetch failed
io.github.fmadore/iwac-mcp-server,3.4.0,active,true,streamable-http,https://islam.zmo.de/mcp/,mcpb,true,200,initialize,true,false,34,34,34,34,34,34,
tech.zenfin/zenfinance,0.1.0,active,true,streamable-http,https://mcp.zenfin.tech/mcp,,true,401,,false,true,0,0,0,0,0,0,auth-required-401
io.github.renanlido/custom-mcp-database,0.6.2,active,false,,,pypi,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.0xka13b/microsoft-outlook-mcp,1.0.1,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
uno.platform/uno,1.2.13,active,true,sse,https://mcp.platform.uno/v1,,true,405,,false,false,0,0,0,0,0,0,sse-open-failed(http 405)
io.github.mcp-dir/woop-mcp,0.1.0,active,true,streamable-http,https://api.mcp.ai/p_woop,,true,200,initialize,true,false,25,25,25,25,25,25,
com.x402-list/x402-list-mcp,0.4.2,active,true,streamable-http,https://mcp.x402-list.com/mcp,npm,true,200,initialize,true,false,7,0,0,0,0,0,
io.github.WeeCi/mektup-mcp,0.2.6,active,true,streamable-http,https://mcp.usemektup.com/mcp,,true,401,,false,true,0,0,0,0,0,0,auth-required-401
io.github.pipeworx-io/noaa,0.1.0,active,true,streamable-http,https://gateway.pipeworx.io/noaa/mcp,,true,200,initialize,true,false,31,31,31,31,31,31,
io.github.netifymarketplace/bt-reseller,1.0.0,active,true,streamable-http,https://www.netify.co.uk/resell/bt-business-services/mcp/,,true,404,none,false,false,0,0,0,0,0,0,no-jsonrpc-response(http 404)
io.github.pipeworx-io/medical-codes,0.1.0,active,true,streamable-http,https://gateway.pipeworx.io/medical-codes/mcp,,true,200,initialize,true,false,34,34,34,34,34,34,
io.github.kimotostudio/jp-data-mcp,0.1.0,active,false,,,mcpb,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.rlrghb/outlook,1.12.0,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.antwork/social,1.0.1,active,true,streamable-http,https://api.antwork.io/mcp,,true,401,,false,true,0,0,0,0,0,0,auth-required-401
io.github.friendlygeorge/coingecko-mcp-server,1.0.1,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
com.gnosismemory/memory,1.0.2,active,true,streamable-http,https://gnosismemory.com,,true,401,,false,true,0,0,0,0,0,0,auth-required-401
tech.skybridge.everything/Everything,0.0.2,active,true,streamable-http,https://everything.skybridge.tech,,true,200,initialize,true,false,3,0,0,0,0,0,
io.github.takiguchi-yu/google-workspace-mcp-server,0.3.1,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.cyyprezz/krita-codex-mcp,0.2.0,active,false,,,pypi,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.Wxt-ai/record-export-field-identifier,1.0.4,active,true,streamable-http,https://antibody-package-occasional-floppy.trycloudflare.com/mcp/record-export-field/upstream,,false,,,false,false,0,0,0,0,0,0,net:fetch failed
io.github.Coinlooter/mcp,0.1.6,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.renfei-design/fify,0.1.0,active,true,streamable-http,https://fify-chatgpt.renfei1992.chatgpt.site/api/mcp,,true,200,initialize,true,false,2,2,2,2,0,2,
io.github.CSOAI-ORG/meok-bft-governance-mcp,1.0.7,active,false,,,pypi,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.portdeveloper/gulltoppr,0.1.2,active,true,streamable-http,https://mcp.gulltoppr.dev/mcp,,true,200,initialize,true,false,12,12,12,1,0,12,
com.getdealboard/dealboard,1.0.35,active,true,streamable-http,https://app.getdealboard.com/mcp,,true,401,,false,true,0,0,0,0,0,0,auth-required-401
io.github.runapi-builder/happyhorse-mcp,0.1.8,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
com.mcparmory/shortcut,1.0.2,active,false,,,pypi|oci,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
top.zheng-he/zhenghe-mcp,2.0.1,active,true,streamable-http,https://mcp.zheng-he.top/mcp,,true,200,initialize,true,false,4,0,0,0,0,0,
io.github.codespar/mcp-worldpay,0.2.0-alpha.3,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
bible.vineverse/vineverse,1.5.0,active,true,streamable-http,https://vineverse.bible/api/mcp,,true,200,initialize,true,false,16,16,16,16,16,16,
io.github.Dave-London/pare-github,0.8.1,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
dev.cz-agents/cnb,0.1.7,active,true,streamable-http,https://cnb.cz-agents.dev/mcp,npm,true,200,initialize,true,false,3,3,3,0,0,3,
io.github.TateLyman/shipcheck-mcp,0.1.12,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.mcp-dir/registro_pf_br-mcp,0.1.0,active,true,streamable-http,https://api.mcp.ai/p_registro_pf_br,,true,200,initialize,true,false,7,7,7,7,7,7,
io.github.CSOAI-ORG/meok-agents-md-lint-mcp,1.0.3,active,true,streamable-http,https://api.meok.ai/v1/dev/agents-md-lint,pypi,false,,,false,false,0,0,0,0,0,0,net:fetch failed
io.github.francofuji/uncorreotemporal-mcp-server,0.1.1,active,false,,,pypi,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
com.ryxell/mcp,1.0.0,active,true,streamable-http,https://ryxell.com/mcp,,true,401,,false,true,0,0,0,0,0,0,auth-required-401
io.github.Terminal49/terminal49,1.0.0,active,true,streamable-http,https://mcp.terminal49.com,,true,401,,false,true,0,0,0,0,0,0,auth-required-401
io.github.MukundaKatta/timezone-mcp,0.1.0,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
com.sourcerdesk/sourcers-desk,1.0.1,active,true,streamable-http,https://sourcerdesk.com/mcp,,true,200,initialize,true,false,2,0,0,0,0,0,
co.contraption/mcp,1.0.0,active,true,sse,https://mcp.contraption.co/,,true,404,,false,false,0,0,0,0,0,0,sse-open-failed(http 404)
com.appendix/appendix,1.1.0,active,true,streamable-http,https://mcp.appendix.com/mcp,,true,200,initialize,true,false,3,3,3,1,1,3,
io.github.mansurjisan/recon-mcp,0.1.1,active,false,,,pypi,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.antoinedelorme/gravity-swarm,1.0.1,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
com.getspawnpoint/spawnpoint,0.5.0,active,true,streamable-http,https://app.getspawnpoint.com/mcp,,true,401,,false,true,0,0,0,0,0,0,auth-required-401
io.github.taimiralain/stackguide-mcp,4.2.0,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.aws/mcp-proxy-for-aws,1.0.0-preview.0,active,false,,,pypi,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
works.jinn/gateway,1.0.0,active,true,streamable-http,https://app.jinn.works/api/mcp,,true,401,,false,true,0,0,0,0,0,0,auth-required-401
io.github.pipeworx-io/fda,0.1.0,active,true,streamable-http,https://gateway.pipeworx.io/fda/mcp,,true,200,initialize,true,false,31,31,31,31,31,31,
net.origingrid/origingrid-mcp,1.0.1,active,true,streamable-http,https://www.origingrid.net/mcp,,true,200,initialize,true,false,19,0,0,0,0,0,
io.github.CSOAI-ORG/unit-converter-ai-mcp,1.0.11,active,false,,,pypi,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.wyre-technology/kaseya-vsa-mcp,1.1.4,active,false,,,oci,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.mcp-dir/advbox-mcp,0.1.0,active,true,streamable-http,https://api.mcp.ai/p_advbox,,true,200,initialize,true,false,26,26,26,26,26,26,
xyz.solknife/toolkit,1.0.0,active,true,streamable-http,https://solknife.xyz/api/mcp,,true,200,initialize,true,false,55,0,0,0,0,0,
io.github.mcp-dir/buscador_google-mcp,0.1.0,active,true,streamable-http,https://api.mcp.ai/p_buscador_google,,true,200,initialize,true,false,7,7,7,7,7,7,
io.github.Digital-Defiance/mcp-filesystem,0.1.9,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
ing.rentseek/evidence,0.1.1,active,true,streamable-http,https://rentseek.ing/mcp/public-facts,,true,200,initialize,true,false,2,2,2,2,0,2,
io.github.chrischall/getyourguide-mcp,1.1.3,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.Blahaj-gif/hitl-finance-mcp,0.3.1,active,false,,,pypi,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.MCP-Hive/mcp-hive-proxy,1.0.0,active,false,,,npm,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.imatza-rh/mcp-zuul,0.11.0,active,false,,,pypi,false,,,false,false,0,0,0,0,0,0,no-remote-endpoint
io.github.byimprint/intelligence,1.0.1,active,true,streamable-http,https://byimprint.com/mcp,npm,true,200,initialize,true,false,2,2,2,2,2,2,
